AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
39.0,26.0,2.0,1.0,10.0,24.0,51.0,12.0,21.0,12.0,6.0,30.0,13.0,21.0,34.0,0.0,0.0
28.0,47.0,2.0,0.0,10.0,32.0,26.0,7.0,25.0,7.0,4.0,13.0,8.0,11.0,33.0,0.0,0.0
7.0,6.0,123.0,11.0,4.0,7.0,10.0,10.0,4.0,22.0,32.0,5.0,2.0,2.0,7.0,13.0,0.0
0.0,0.0,2.0,39.0,0.0,0.0,1.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,2.0,0.0,115.0,1.0,1.0,1.0,1.0,12.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0
23.0,28.0,1.0,0.0,12.0,54.0,42.0,15.0,32.0,15.0,10.0,37.0,14.0,32.0,36.0,1.0,0.0
91.0,64.0,0.0,2.0,29.0,86.0,123.0,23.0,117.0,23.0,31.0,83.0,29.0,53.0,97.0,0.0,0.0
18.0,38.0,7.0,0.0,6.0,15.0,14.0,115.0,12.0,5.0,3.0,23.0,4.0,11.0,28.0,0.0,0.0
78.0,55.0,1.0,0.0,32.0,63.0,112.0,18.0,162.0,14.0,34.0,74.0,30.0,40.0,84.0,0.0,0.0
7.0,6.0,24.0,2.0,33.0,10.0,6.0,4.0,5.0,183.0,18.0,2.0,0.0,5.0,6.0,12.0,0.0
1.0,2.0,40.0,13.0,2.0,2.0,2.0,5.0,1.0,14.0,137.0,4.0,3.0,2.0,3.0,7.0,3.0
20.0,17.0,0.0,0.0,8.0,17.0,25.0,11.0,22.0,10.0,13.0,20.0,4.0,14.0,24.0,0.0,0.0
4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,6.0,2.0,0.0,0.0
63.0,74.0,6.0,0.0,25.0,71.0,90.0,29.0,89.0,21.0,26.0,89.0,18.0,44.0,153.0,0.0,0.0
3.0,1.0,7.0,1.0,5.0,1.0,4.0,1.0,1.0,13.0,5.0,1.0,2.0,2.0,4.0,90.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0
