AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
39.0,24.0,2.0,0.0,11.0,18.0,40.0,9.0,38.0,5.0,11.0,28.0,8.0,20.0,40.0,0.0,0.0
17.0,45.0,4.0,0.0,7.0,30.0,35.0,15.0,23.0,12.0,9.0,15.0,4.0,18.0,43.0,1.0,0.0
11.0,8.0,122.0,10.0,6.0,7.0,9.0,15.0,3.0,22.0,27.0,4.0,2.0,2.0,7.0,11.0,1.0
0.0,0.0,1.0,42.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,0.0,109.0,1.0,1.0,0.0,1.0,12.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0
36.0,24.0,1.0,0.0,12.0,52.0,31.0,16.0,29.0,18.0,12.0,36.0,6.0,23.0,28.0,0.0,0.0
83.0,71.0,2.0,3.0,31.0,79.0,133.0,34.0,97.0,34.0,29.0,75.0,41.0,44.0,85.0,0.0,0.0
18.0,39.0,7.0,0.0,6.0,20.0,18.0,112.0,19.0,6.0,6.0,17.0,7.0,14.0,28.0,0.0,0.0
85.0,68.0,1.0,0.0,24.0,70.0,123.0,15.0,177.0,12.0,29.0,86.0,21.0,45.0,92.0,0.0,0.0
6.0,3.0,24.0,3.0,37.0,7.0,5.0,6.0,3.0,178.0,20.0,3.0,2.0,5.0,8.0,13.0,0.0
0.0,2.0,40.0,9.0,2.0,2.0,2.0,5.0,1.0,16.0,134.0,4.0,3.0,2.0,3.0,10.0,2.0
23.0,13.0,0.0,0.0,8.0,21.0,17.0,8.0,14.0,6.0,2.0,26.0,9.0,14.0,35.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,2.0,5.0,4.0,0.0,5.0,1.0,1.0,5.0,1.0,3.0,4.0,0.0,0.0
61.0,66.0,4.0,0.0,31.0,70.0,85.0,16.0,82.0,20.0,29.0,84.0,22.0,50.0,135.0,0.0,0.0
1.0,1.0,6.0,2.0,5.0,0.0,4.0,1.0,1.0,12.0,7.0,0.0,1.0,2.0,5.0,86.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0
