AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
5.0,6.0,0.0,0.0,2.0,8.0,6.0,3.0,5.0,2.0,1.0,4.0,3.0,8.0,8.0,0.0,0.0
10.0,17.0,0.0,0.0,4.0,12.0,17.0,11.0,12.0,5.0,7.0,15.0,1.0,7.0,22.0,0.0,0.0
8.0,4.0,128.0,12.0,7.0,8.0,10.0,11.0,4.0,20.0,22.0,3.0,2.0,4.0,7.0,12.0,1.0
0.0,0.0,2.0,39.0,0.0,3.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,107.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
19.0,22.0,0.0,0.0,5.0,37.0,23.0,5.0,10.0,7.0,5.0,16.0,7.0,13.0,22.0,0.0,0.0
101.0,62.0,4.0,1.0,36.0,90.0,135.0,39.0,111.0,32.0,30.0,89.0,40.0,73.0,112.0,0.0,0.0
18.0,34.0,7.0,0.0,5.0,18.0,17.0,106.0,14.0,6.0,7.0,23.0,7.0,12.0,28.0,0.0,0.0
98.0,83.0,0.0,1.0,36.0,79.0,140.0,20.0,201.0,18.0,42.0,95.0,32.0,52.0,105.0,0.0,0.0
8.0,5.0,20.0,3.0,40.0,9.0,5.0,6.0,6.0,187.0,20.0,8.0,1.0,2.0,7.0,17.0,0.0
1.0,4.0,43.0,10.0,2.0,3.0,1.0,6.0,2.0,14.0,144.0,3.0,3.0,4.0,3.0,7.0,0.0
7.0,5.0,1.0,0.0,1.0,8.0,7.0,0.0,4.0,3.0,1.0,7.0,1.0,7.0,9.0,0.0,0.0
105.0,121.0,8.0,1.0,42.0,107.0,143.0,43.0,123.0,36.0,35.0,121.0,30.0,59.0,185.0,0.0,0.0
2.0,2.0,4.0,2.0,5.0,0.0,2.0,1.0,1.0,13.0,5.0,0.0,1.0,2.0,5.0,84.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0
