AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
8.0,7.0,0.0,0.0,2.0,3.0,10.0,1.0,4.0,1.0,1.0,7.0,3.0,6.0,4.0,0.0,0.0
9.0,23.0,3.0,0.0,6.0,19.0,24.0,10.0,13.0,0.0,2.0,17.0,1.0,6.0,20.0,0.0,0.0
8.0,3.0,123.0,12.0,7.0,9.0,8.0,11.0,5.0,19.0,22.0,4.0,2.0,4.0,5.0,9.0,1.0
0.0,0.0,3.0,39.0,0.0,2.0,1.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,1.0,0.0,107.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
19.0,20.0,0.0,0.0,5.0,35.0,30.0,4.0,14.0,10.0,4.0,19.0,5.0,16.0,20.0,0.0,0.0
105.0,57.0,2.0,1.0,36.0,100.0,145.0,37.0,111.0,32.0,30.0,84.0,33.0,63.0,119.0,0.0,0.0
17.0,38.0,7.0,0.0,6.0,18.0,18.0,103.0,15.0,3.0,8.0,19.0,8.0,11.0,32.0,1.0,0.0
88.0,82.0,0.0,1.0,36.0,83.0,126.0,20.0,197.0,21.0,41.0,102.0,40.0,53.0,96.0,0.0,0.0
8.0,6.0,20.0,3.0,39.0,10.0,7.0,5.0,5.0,186.0,18.0,7.0,1.0,7.0,8.0,18.0,1.0
1.0,4.0,44.0,10.0,2.0,3.0,2.0,8.0,1.0,16.0,145.0,4.0,3.0,2.0,4.0,6.0,1.0
8.0,7.0,0.0,0.0,3.0,4.0,7.0,2.0,5.0,2.0,0.0,6.0,0.0,7.0,10.0,0.0,0.0
110.0,116.0,8.0,1.0,39.0,95.0,127.0,49.0,122.0,41.0,43.0,116.0,31.0,66.0,190.0,0.0,0.0
1.0,2.0,6.0,2.0,4.0,1.0,2.0,1.0,1.0,12.0,5.0,0.0,1.0,2.0,5.0,85.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0
