AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
33.0,24.0,0.0,0.0,5.0,22.0,28.0,12.0,23.0,5.0,12.0,28.0,7.0,18.0,34.0,0.0,0.0
12.0,33.0,3.0,0.0,9.0,25.0,29.0,13.0,26.0,9.0,11.0,24.0,9.0,15.0,38.0,0.0,0.0
6.0,4.0,128.0,13.0,7.0,4.0,10.0,10.0,7.0,20.0,29.0,5.0,2.0,4.0,6.0,13.0,1.0
0.0,0.0,2.0,39.0,0.0,3.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,108.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
38.0,38.0,2.0,1.0,8.0,55.0,42.0,11.0,25.0,17.0,7.0,30.0,12.0,14.0,35.0,0.0,0.0
83.0,51.0,1.0,1.0,36.0,100.0,136.0,31.0,113.0,26.0,25.0,79.0,28.0,55.0,117.0,0.0,0.0
24.0,31.0,5.0,1.0,4.0,16.0,20.0,89.0,16.0,5.0,8.0,17.0,6.0,12.0,21.0,0.0,0.0
67.0,79.0,2.0,1.0,31.0,59.0,114.0,23.0,166.0,19.0,34.0,83.0,29.0,44.0,98.0,0.0,0.0
8.0,3.0,18.0,4.0,37.0,8.0,7.0,5.0,2.0,176.0,21.0,5.0,0.0,4.0,10.0,21.0,1.0
0.0,4.0,46.0,9.0,2.0,4.0,1.0,8.0,2.0,21.0,135.0,2.0,4.0,3.0,3.0,4.0,1.0
28.0,10.0,0.0,0.0,5.0,15.0,22.0,11.0,17.0,5.0,11.0,26.0,6.0,19.0,18.0,0.0,0.0
2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
80.0,86.0,4.0,0.0,35.0,68.0,94.0,37.0,93.0,25.0,20.0,84.0,24.0,49.0,128.0,0.0,0.0
1.0,1.0,6.0,0.0,4.0,0.0,2.0,0.0,2.0,12.0,6.0,1.0,1.0,2.0,5.0,80.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0
