AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
36.0,21.0,1.0,0.0,11.0,31.0,33.0,11.0,36.0,9.0,6.0,38.0,7.0,15.0,34.0,0.0,0.0
24.0,32.0,3.0,0.0,9.0,26.0,36.0,15.0,25.0,5.0,6.0,19.0,3.0,15.0,33.0,0.0,0.0
8.0,7.0,131.0,9.0,10.0,8.0,11.0,12.0,5.0,20.0,23.0,3.0,3.0,2.0,6.0,12.0,2.0
0.0,1.0,3.0,43.0,0.0,0.0,0.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,5.0,0.0,110.0,1.0,0.0,0.0,1.0,19.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
37.0,30.0,3.0,0.0,12.0,49.0,55.0,16.0,30.0,8.0,11.0,26.0,13.0,26.0,44.0,0.0,0.0
80.0,63.0,2.0,1.0,22.0,86.0,124.0,33.0,107.0,33.0,31.0,81.0,30.0,45.0,102.0,0.0,0.0
16.0,43.0,7.0,1.0,6.0,18.0,12.0,108.0,14.0,5.0,6.0,18.0,3.0,15.0,24.0,0.0,0.0
72.0,68.0,2.0,0.0,33.0,66.0,110.0,17.0,156.0,20.0,37.0,86.0,29.0,45.0,80.0,0.0,0.0
6.0,4.0,17.0,2.0,37.0,12.0,7.0,5.0,3.0,177.0,14.0,6.0,2.0,4.0,8.0,12.0,0.0
1.0,1.0,37.0,10.0,1.0,1.0,2.0,4.0,1.0,13.0,138.0,3.0,2.0,2.0,2.0,8.0,1.0
23.0,17.0,0.0,1.0,10.0,22.0,28.0,5.0,27.0,5.0,3.0,25.0,11.0,19.0,31.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0
76.0,76.0,1.0,1.0,27.0,60.0,82.0,23.0,86.0,24.0,31.0,79.0,23.0,48.0,142.0,0.0,0.0
2.0,1.0,5.0,1.0,3.0,0.0,4.0,1.0,1.0,15.0,7.0,0.0,2.0,2.0,3.0,88.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0
