AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
19.0,21.0,0.0,0.0,4.0,26.0,29.0,7.0,38.0,4.0,5.0,20.0,7.0,15.0,41.0,0.0,0.0
18.0,34.0,2.0,0.0,6.0,29.0,28.0,28.0,31.0,8.0,9.0,30.0,6.0,14.0,33.0,0.0,0.0
6.0,4.0,125.0,16.0,7.0,9.0,10.0,13.0,6.0,17.0,23.0,4.0,2.0,4.0,6.0,12.0,1.0
0.0,0.0,3.0,37.0,1.0,2.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,2.0,0.0,110.0,1.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
33.0,21.0,2.0,1.0,6.0,43.0,56.0,10.0,28.0,15.0,8.0,28.0,6.0,20.0,38.0,0.0,0.0
100.0,72.0,1.0,2.0,40.0,77.0,124.0,44.0,106.0,31.0,26.0,81.0,45.0,67.0,99.0,0.0,0.0
18.0,35.0,8.0,0.0,8.0,15.0,12.0,89.0,11.0,6.0,7.0,17.0,6.0,10.0,22.0,1.0,0.0
82.0,63.0,1.0,1.0,33.0,79.0,112.0,18.0,165.0,19.0,37.0,87.0,21.0,48.0,97.0,0.0,0.0
6.0,5.0,19.0,2.0,34.0,7.0,4.0,6.0,5.0,178.0,17.0,9.0,1.0,5.0,8.0,22.0,1.0
0.0,4.0,43.0,8.0,1.0,1.0,3.0,5.0,0.0,18.0,147.0,4.0,2.0,3.0,5.0,4.0,1.0
18.0,24.0,1.0,1.0,6.0,13.0,18.0,4.0,14.0,7.0,6.0,23.0,6.0,7.0,23.0,0.0,0.0
1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0
78.0,79.0,5.0,0.0,30.0,79.0,106.0,25.0,84.0,22.0,29.0,80.0,24.0,44.0,135.0,0.0,0.0
3.0,1.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,12.0,5.0,0.0,1.0,2.0,5.0,83.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0
