AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
27.0,27.0,1.0,0.0,8.0,29.0,29.0,10.0,33.0,4.0,9.0,26.0,6.0,21.0,32.0,0.0,0.0
24.0,35.0,2.0,0.0,8.0,28.0,32.0,16.0,30.0,9.0,6.0,26.0,5.0,16.0,36.0,0.0,0.0
11.0,7.0,124.0,13.0,5.0,9.0,8.0,11.0,3.0,22.0,21.0,3.0,3.0,2.0,7.0,14.0,0.0
0.0,0.0,2.0,39.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,3.0,0.0,113.0,1.0,1.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
31.0,27.0,2.0,1.0,10.0,60.0,41.0,14.0,28.0,12.0,5.0,31.0,8.0,25.0,39.0,0.0,0.0
100.0,66.0,1.0,0.0,29.0,79.0,119.0,27.0,113.0,26.0,30.0,83.0,29.0,47.0,99.0,0.0,0.0
18.0,34.0,7.0,0.0,8.0,17.0,18.0,105.0,12.0,5.0,8.0,23.0,5.0,12.0,29.0,0.0,0.0
71.0,73.0,3.0,0.0,30.0,70.0,123.0,18.0,171.0,19.0,33.0,78.0,31.0,45.0,100.0,0.0,0.0
6.0,5.0,21.0,3.0,34.0,8.0,5.0,6.0,5.0,180.0,20.0,5.0,1.0,5.0,9.0,6.0,0.0
2.0,4.0,42.0,11.0,0.0,1.0,2.0,7.0,1.0,14.0,142.0,4.0,2.0,3.0,3.0,10.0,3.0
20.0,18.0,0.0,0.0,6.0,15.0,34.0,7.0,13.0,6.0,6.0,19.0,10.0,12.0,26.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,4.0,1.0,3.0,2.0,1.0,4.0,4.0,0.0,0.0
70.0,66.0,3.0,1.0,33.0,60.0,90.0,28.0,78.0,27.0,27.0,85.0,26.0,49.0,125.0,0.0,0.0
1.0,2.0,6.0,1.0,7.0,2.0,3.0,0.0,1.0,11.0,8.0,0.0,1.0,2.0,4.0,89.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0
