AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
35.0,21.0,0.0,0.0,13.0,33.0,42.0,7.0,29.0,7.0,6.0,29.0,14.0,18.0,30.0,0.0,0.0
18.0,39.0,3.0,0.0,10.0,34.0,30.0,16.0,34.0,13.0,8.0,16.0,4.0,10.0,41.0,0.0,0.0
9.0,4.0,121.0,8.0,7.0,9.0,8.0,7.0,4.0,21.0,28.0,5.0,2.0,4.0,8.0,11.0,1.0
0.0,0.0,4.0,41.0,0.0,0.0,1.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0
0.0,0.0,6.0,0.0,110.0,1.0,0.0,0.0,1.0,13.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0
33.0,28.0,2.0,0.0,13.0,56.0,38.0,16.0,19.0,16.0,9.0,23.0,9.0,28.0,36.0,0.0,0.0
95.0,59.0,1.0,2.0,27.0,74.0,116.0,22.0,91.0,25.0,24.0,85.0,30.0,50.0,101.0,0.0,0.0
15.0,36.0,9.0,1.0,8.0,14.0,14.0,109.0,18.0,7.0,6.0,18.0,6.0,13.0,26.0,0.0,0.0
72.0,70.0,2.0,0.0,28.0,59.0,128.0,24.0,180.0,12.0,39.0,83.0,26.0,56.0,92.0,0.0,0.0
7.0,4.0,20.0,4.0,33.0,10.0,7.0,5.0,6.0,176.0,16.0,7.0,0.0,3.0,7.0,13.0,0.0
0.0,4.0,41.0,11.0,2.0,1.0,3.0,5.0,1.0,16.0,136.0,5.0,4.0,5.0,3.0,10.0,2.0
23.0,20.0,1.0,0.0,6.0,19.0,19.0,7.0,23.0,6.0,6.0,24.0,5.0,12.0,33.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3.0,0.0,0.0,2.0,6.0,3.0,1.0,4.0,2.0,0.0,2.0,0.0,6.0,4.0,0.0,0.0
69.0,75.0,3.0,0.0,27.0,67.0,93.0,31.0,82.0,26.0,30.0,88.0,26.0,36.0,126.0,1.0,0.0
1.0,2.0,4.0,2.0,6.0,0.0,5.0,0.0,1.0,13.0,9.0,0.0,1.0,2.0,5.0,86.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0
