AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
22.0,28.0,1.0,0.0,7.0,36.0,37.0,4.0,32.0,6.0,7.0,28.0,6.0,17.0,41.0,0.0,0.0
25.0,41.0,3.0,1.0,9.0,26.0,26.0,17.0,34.0,17.0,8.0,22.0,11.0,16.0,29.0,0.0,0.0
11.0,6.0,124.0,12.0,7.0,7.0,9.0,13.0,4.0,19.0,24.0,4.0,1.0,2.0,6.0,13.0,1.0
0.0,1.0,2.0,41.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,114.0,2.0,1.0,0.0,1.0,15.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0
33.0,27.0,3.0,1.0,11.0,40.0,35.0,17.0,23.0,17.0,9.0,35.0,8.0,27.0,33.0,0.0,0.0
88.0,60.0,1.0,1.0,37.0,81.0,137.0,33.0,110.0,22.0,22.0,80.0,33.0,61.0,107.0,0.0,0.0
18.0,36.0,7.0,0.0,8.0,16.0,14.0,99.0,16.0,7.0,5.0,20.0,5.0,15.0,25.0,0.0,0.0
74.0,67.0,1.0,0.0,27.0,65.0,116.0,17.0,158.0,19.0,34.0,85.0,26.0,45.0,88.0,0.0,0.0
5.0,3.0,20.0,2.0,33.0,9.0,4.0,8.0,4.0,180.0,17.0,4.0,1.0,4.0,9.0,13.0,0.0
0.0,2.0,41.0,9.0,2.0,2.0,1.0,7.0,1.0,14.0,141.0,4.0,3.0,2.0,3.0,7.0,2.0
32.0,18.0,1.0,0.0,7.0,18.0,23.0,7.0,21.0,7.0,6.0,23.0,7.0,12.0,24.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,3.0,0.0,0.0,1.0,5.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
66.0,71.0,3.0,0.0,26.0,75.0,97.0,27.0,85.0,16.0,38.0,79.0,24.0,37.0,141.0,0.0,0.0
1.0,2.0,8.0,2.0,3.0,1.0,3.0,1.0,1.0,12.0,8.0,0.0,2.0,3.0,4.0,89.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0
