AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
28.0,21.0,1.0,0.0,6.0,25.0,21.0,14.0,32.0,6.0,8.0,21.0,8.0,18.0,33.0,0.0,0.0
15.0,36.0,1.0,0.0,9.0,32.0,38.0,10.0,30.0,13.0,10.0,17.0,8.0,11.0,35.0,0.0,0.0
7.0,2.0,123.0,10.0,7.0,8.0,12.0,11.0,4.0,20.0,24.0,4.0,0.0,3.0,5.0,11.0,0.0
0.0,0.0,2.0,38.0,0.0,2.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
1.0,0.0,2.0,1.0,107.0,1.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
27.0,35.0,0.0,0.0,8.0,45.0,48.0,12.0,24.0,9.0,10.0,25.0,5.0,23.0,33.0,0.0,0.0
96.0,79.0,3.0,2.0,27.0,70.0,115.0,31.0,103.0,24.0,25.0,78.0,29.0,57.0,120.0,0.0,0.0
16.0,27.0,4.0,2.0,8.0,12.0,13.0,94.0,18.0,6.0,7.0,16.0,6.0,11.0,29.0,1.0,0.0
86.0,66.0,2.0,0.0,36.0,73.0,120.0,25.0,172.0,22.0,35.0,92.0,29.0,48.0,88.0,0.0,0.0
9.0,7.0,22.0,3.0,38.0,10.0,4.0,4.0,3.0,180.0,21.0,8.0,1.0,8.0,7.0,16.0,1.0
1.0,3.0,46.0,12.0,2.0,2.0,0.0,7.0,0.0,18.0,142.0,3.0,3.0,3.0,4.0,7.0,0.0
18.0,18.0,0.0,0.0,5.0,25.0,20.0,12.0,23.0,7.0,4.0,21.0,9.0,18.0,23.0,0.0,0.0
1.0,2.0,0.0,0.0,0.0,5.0,5.0,1.0,3.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0
75.0,67.0,7.0,0.0,34.0,73.0,109.0,30.0,80.0,28.0,29.0,97.0,29.0,37.0,132.0,0.0,0.0
2.0,2.0,4.0,1.0,5.0,0.0,2.0,1.0,0.0,9.0,3.0,0.0,1.0,2.0,3.0,83.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0
