AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
33.0,16.0,0.0,0.0,8.0,26.0,36.0,10.0,29.0,12.0,11.0,31.0,14.0,20.0,30.0,0.0,0.0
16.0,32.0,2.0,1.0,13.0,26.0,30.0,15.0,31.0,6.0,11.0,33.0,0.0,10.0,31.0,0.0,0.0
5.0,7.0,126.0,12.0,8.0,8.0,10.0,10.0,3.0,23.0,23.0,3.0,1.0,3.0,7.0,13.0,0.0
0.0,0.0,3.0,36.0,0.0,3.0,0.0,2.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,110.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
23.0,27.0,0.0,1.0,12.0,46.0,35.0,16.0,35.0,16.0,8.0,23.0,7.0,18.0,35.0,0.0,0.0
98.0,70.0,4.0,1.0,29.0,85.0,130.0,34.0,108.0,30.0,21.0,78.0,34.0,59.0,104.0,0.0,0.0
16.0,30.0,6.0,0.0,6.0,15.0,17.0,90.0,9.0,1.0,8.0,21.0,7.0,11.0,27.0,0.0,0.0
77.0,71.0,0.0,1.0,30.0,70.0,117.0,18.0,164.0,15.0,34.0,82.0,26.0,51.0,91.0,0.0,0.0
11.0,5.0,18.0,1.0,35.0,7.0,5.0,5.0,6.0,187.0,20.0,5.0,1.0,4.0,8.0,14.0,2.0
0.0,4.0,50.0,13.0,0.0,3.0,4.0,8.0,0.0,11.0,140.0,3.0,3.0,2.0,2.0,7.0,0.0
26.0,12.0,0.0,0.0,7.0,17.0,14.0,11.0,23.0,4.0,7.0,17.0,5.0,13.0,30.0,0.0,0.0
2.0,3.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
74.0,86.0,3.0,1.0,29.0,73.0,104.0,32.0,81.0,24.0,30.0,86.0,29.0,49.0,144.0,1.0,0.0
1.0,2.0,4.0,2.0,4.0,0.0,2.0,1.0,2.0,9.0,5.0,0.0,1.0,2.0,4.0,82.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0
