AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
29.0,17.0,0.0,1.0,13.0,17.0,30.0,8.0,27.0,5.0,11.0,28.0,10.0,21.0,31.0,0.0,0.0
25.0,39.0,1.0,0.0,5.0,23.0,39.0,18.0,30.0,10.0,7.0,21.0,4.0,14.0,35.0,0.0,0.0
6.0,6.0,126.0,12.0,6.0,7.0,10.0,12.0,4.0,17.0,27.0,6.0,2.0,2.0,6.0,14.0,1.0
0.0,1.0,1.0,38.0,0.0,1.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,5.0,0.0,112.0,1.0,0.0,0.0,1.0,14.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0
42.0,34.0,4.0,0.0,12.0,52.0,41.0,10.0,24.0,15.0,9.0,27.0,6.0,25.0,38.0,0.0,0.0
94.0,64.0,1.0,2.0,28.0,79.0,144.0,27.0,114.0,21.0,27.0,74.0,32.0,51.0,98.0,0.0,0.0
16.0,37.0,6.0,0.0,7.0,20.0,18.0,117.0,19.0,7.0,5.0,23.0,7.0,12.0,26.0,0.0,0.0
70.0,71.0,3.0,0.0,32.0,77.0,111.0,14.0,161.0,20.0,38.0,89.0,25.0,50.0,100.0,0.0,0.0
8.0,3.0,18.0,2.0,34.0,8.0,3.0,3.0,5.0,182.0,22.0,5.0,2.0,6.0,8.0,13.0,0.0
0.0,1.0,40.0,12.0,1.0,2.0,2.0,3.0,1.0,15.0,135.0,2.0,3.0,2.0,2.0,8.0,1.0
22.0,16.0,0.0,0.0,5.0,20.0,19.0,9.0,17.0,6.0,2.0,17.0,6.0,12.0,35.0,0.0,0.0
5.0,2.0,0.0,1.0,0.0,6.0,4.0,0.0,4.0,2.0,0.0,3.0,1.0,3.0,8.0,0.0,0.0
62.0,72.0,5.0,0.0,30.0,69.0,84.0,29.0,84.0,28.0,29.0,90.0,28.0,42.0,121.0,0.0,0.0
2.0,2.0,7.0,1.0,7.0,1.0,2.0,0.0,2.0,11.0,5.0,0.0,1.0,2.0,5.0,88.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0
