AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
34.0,25.0,0.0,0.0,12.0,25.0,33.0,13.0,31.0,9.0,14.0,21.0,8.0,15.0,34.0,1.0,0.0
16.0,31.0,1.0,0.0,10.0,16.0,31.0,13.0,25.0,12.0,6.0,20.0,7.0,7.0,44.0,0.0,0.0
8.0,3.0,124.0,14.0,7.0,6.0,9.0,14.0,3.0,19.0,29.0,5.0,0.0,5.0,4.0,13.0,1.0
0.0,0.0,2.0,37.0,0.0,3.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0
0.0,0.0,1.0,0.0,109.0,1.0,0.0,0.0,1.0,15.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
27.0,33.0,2.0,1.0,13.0,40.0,37.0,12.0,25.0,12.0,7.0,32.0,11.0,30.0,37.0,0.0,0.0
87.0,63.0,3.0,1.0,27.0,84.0,125.0,24.0,113.0,31.0,19.0,77.0,36.0,51.0,108.0,0.0,0.0
10.0,26.0,9.0,1.0,8.0,19.0,13.0,91.0,11.0,7.0,9.0,21.0,8.0,11.0,24.0,1.0,0.0
89.0,69.0,2.0,2.0,30.0,76.0,121.0,27.0,170.0,16.0,39.0,88.0,22.0,54.0,84.0,0.0,0.0
7.0,4.0,21.0,2.0,36.0,7.0,5.0,7.0,4.0,176.0,18.0,7.0,1.0,4.0,6.0,16.0,1.0
0.0,4.0,41.0,11.0,2.0,1.0,3.0,4.0,0.0,14.0,136.0,3.0,3.0,2.0,2.0,4.0,0.0
21.0,17.0,1.0,0.0,6.0,27.0,20.0,6.0,21.0,7.0,8.0,24.0,7.0,15.0,19.0,0.0,0.0
5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0
76.0,87.0,4.0,0.0,27.0,78.0,107.0,39.0,87.0,21.0,29.0,86.0,24.0,45.0,145.0,1.0,0.0
2.0,2.0,6.0,0.0,5.0,0.0,2.0,0.0,1.0,10.0,4.0,0.0,1.0,2.0,4.0,84.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0
