AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
25.0,28.0,1.0,0.0,12.0,26.0,48.0,5.0,31.0,8.0,8.0,28.0,9.0,17.0,27.0,0.0,0.0
25.0,48.0,2.0,0.0,5.0,27.0,33.0,16.0,25.0,9.0,7.0,27.0,6.0,21.0,35.0,0.0,0.0
6.0,5.0,123.0,12.0,6.0,5.0,13.0,13.0,4.0,19.0,23.0,5.0,2.0,3.0,5.0,14.0,1.0
0.0,0.0,2.0,41.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,3.0,0.0,115.0,1.0,1.0,0.0,1.0,14.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0
30.0,27.0,1.0,1.0,11.0,48.0,38.0,8.0,37.0,12.0,8.0,30.0,7.0,23.0,28.0,0.0,0.0
85.0,59.0,1.0,0.0,30.0,82.0,130.0,29.0,108.0,23.0,25.0,74.0,28.0,63.0,107.0,0.0,0.0
13.0,40.0,9.0,0.0,7.0,19.0,19.0,106.0,17.0,8.0,5.0,23.0,6.0,15.0,28.0,0.0,0.0
79.0,70.0,1.0,0.0,27.0,69.0,108.0,16.0,158.0,20.0,34.0,92.0,28.0,45.0,87.0,0.0,0.0
9.0,3.0,21.0,3.0,35.0,11.0,6.0,6.0,3.0,179.0,13.0,3.0,0.0,2.0,12.0,12.0,0.0
3.0,2.0,40.0,9.0,1.0,2.0,1.0,7.0,1.0,15.0,146.0,3.0,3.0,3.0,4.0,6.0,2.0
25.0,11.0,0.0,1.0,10.0,21.0,17.0,6.0,24.0,9.0,10.0,25.0,5.0,10.0,40.0,0.0,0.0
0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2.0,0.0,0.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
77.0,67.0,6.0,0.0,28.0,67.0,87.0,36.0,80.0,23.0,33.0,73.0,32.0,38.0,133.0,0.0,0.0
1.0,1.0,7.0,2.0,4.0,0.0,4.0,0.0,1.0,14.0,6.0,0.0,2.0,3.0,2.0,88.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0
