AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
28.0,18.0,2.0,1.0,4.0,18.0,34.0,8.0,34.0,8.0,10.0,29.0,10.0,20.0,35.0,0.0,0.0
20.0,38.0,5.0,0.0,14.0,26.0,28.0,17.0,23.0,12.0,9.0,23.0,4.0,13.0,34.0,0.0,0.0
5.0,5.0,125.0,14.0,8.0,7.0,10.0,12.0,4.0,19.0,20.0,4.0,4.0,3.0,7.0,11.0,0.0
0.0,0.0,1.0,38.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
30.0,26.0,0.0,0.0,8.0,43.0,35.0,12.0,24.0,12.0,7.0,27.0,9.0,28.0,26.0,0.0,0.0
91.0,74.0,2.0,1.0,34.0,83.0,131.0,31.0,104.0,28.0,27.0,74.0,33.0,43.0,113.0,0.0,0.0
18.0,26.0,5.0,1.0,6.0,15.0,19.0,97.0,17.0,3.0,7.0,17.0,4.0,14.0,29.0,0.0,0.0
81.0,68.0,2.0,1.0,31.0,75.0,113.0,20.0,166.0,19.0,34.0,92.0,22.0,51.0,92.0,0.0,0.0
7.0,8.0,18.0,2.0,33.0,10.0,8.0,6.0,4.0,180.0,20.0,7.0,0.0,4.0,6.0,16.0,0.0
1.0,3.0,45.0,9.0,2.0,1.0,2.0,6.0,0.0,17.0,144.0,3.0,2.0,2.0,2.0,6.0,0.0
20.0,10.0,0.0,1.0,3.0,15.0,21.0,6.0,16.0,7.0,5.0,19.0,6.0,12.0,26.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
79.0,87.0,5.0,0.0,33.0,86.0,101.0,36.0,94.0,24.0,31.0,90.0,33.0,50.0,136.0,0.0,0.0
2.0,1.0,7.0,1.0,6.0,1.0,2.0,0.0,1.0,13.0,5.0,0.0,1.0,2.0,4.0,85.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,89.0
