AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
37.0,20.0,1.0,0.0,15.0,17.0,27.0,13.0,26.0,6.0,7.0,23.0,11.0,17.0,28.0,0.0,0.0
20.0,28.0,4.0,0.0,9.0,27.0,30.0,12.0,22.0,8.0,4.0,25.0,8.0,12.0,41.0,0.0,0.0
5.0,6.0,124.0,10.0,5.0,7.0,10.0,10.0,5.0,24.0,27.0,4.0,1.0,2.0,6.0,11.0,0.0
0.0,0.0,2.0,37.0,1.0,2.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,2.0,0.0,105.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
23.0,22.0,1.0,0.0,13.0,48.0,38.0,18.0,24.0,12.0,10.0,31.0,6.0,24.0,28.0,1.0,0.0
97.0,75.0,3.0,3.0,30.0,84.0,142.0,31.0,110.0,29.0,35.0,78.0,38.0,58.0,98.0,0.0,0.0
14.0,30.0,5.0,0.0,7.0,17.0,18.0,88.0,13.0,4.0,6.0,19.0,4.0,14.0,28.0,1.0,0.0
61.0,67.0,0.0,1.0,28.0,75.0,116.0,21.0,168.0,21.0,33.0,80.0,22.0,50.0,100.0,0.0,0.0
7.0,7.0,25.0,1.0,41.0,7.0,4.0,5.0,3.0,169.0,18.0,3.0,1.0,4.0,9.0,16.0,1.0
1.0,5.0,41.0,14.0,0.0,1.0,1.0,8.0,2.0,20.0,138.0,3.0,3.0,3.0,4.0,5.0,0.0
23.0,20.0,1.0,0.0,8.0,19.0,20.0,9.0,21.0,7.0,4.0,21.0,9.0,9.0,28.0,0.0,0.0
3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0
88.0,82.0,3.0,2.0,24.0,76.0,95.0,35.0,97.0,25.0,33.0,97.0,22.0,46.0,136.0,0.0,0.0
3.0,2.0,5.0,1.0,6.0,1.0,3.0,0.0,1.0,13.0,4.0,0.0,1.0,2.0,5.0,85.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0
