AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
27.0,27.0,2.0,0.0,10.0,24.0,31.0,11.0,44.0,6.0,5.0,22.0,13.0,18.0,32.0,0.0,0.0
23.0,32.0,3.0,0.0,4.0,22.0,28.0,17.0,18.0,5.0,8.0,25.0,10.0,15.0,34.0,0.0,0.0
6.0,2.0,133.0,9.0,7.0,6.0,8.0,12.0,4.0,21.0,28.0,4.0,1.0,5.0,2.0,12.0,0.0
0.0,1.0,1.0,41.0,0.0,3.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,1.0,0.0,107.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
25.0,37.0,0.0,0.0,12.0,46.0,30.0,13.0,21.0,14.0,10.0,27.0,7.0,26.0,31.0,0.0,0.0
89.0,63.0,4.0,0.0,22.0,95.0,135.0,30.0,116.0,23.0,28.0,80.0,28.0,57.0,116.0,0.0,0.0
15.0,27.0,6.0,1.0,9.0,16.0,17.0,92.0,10.0,7.0,8.0,12.0,6.0,12.0,27.0,0.0,0.0
90.0,59.0,0.0,0.0,30.0,68.0,122.0,14.0,174.0,20.0,39.0,83.0,27.0,42.0,95.0,0.0,0.0
8.0,5.0,21.0,3.0,39.0,7.0,7.0,6.0,5.0,183.0,19.0,9.0,0.0,3.0,6.0,19.0,1.0
0.0,5.0,37.0,11.0,4.0,1.0,2.0,8.0,2.0,14.0,141.0,4.0,3.0,1.0,6.0,6.0,1.0
21.0,18.0,1.0,0.0,6.0,25.0,23.0,5.0,23.0,7.0,1.0,25.0,11.0,8.0,26.0,0.0,0.0
1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
76.0,84.0,4.0,2.0,38.0,70.0,98.0,41.0,73.0,24.0,29.0,92.0,21.0,53.0,131.0,0.0,0.0
1.0,2.0,4.0,2.0,4.0,0.0,3.0,1.0,1.0,12.0,3.0,0.0,1.0,2.0,6.0,84.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0
