AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
35.0,23.0,0.0,0.0,5.0,24.0,34.0,12.0,28.0,6.0,13.0,22.0,7.0,14.0,30.0,0.0,0.0
22.0,39.0,1.0,0.0,11.0,29.0,37.0,11.0,24.0,9.0,9.0,25.0,3.0,18.0,29.0,0.0,0.0
9.0,4.0,123.0,10.0,5.0,7.0,11.0,12.0,4.0,19.0,22.0,5.0,1.0,4.0,9.0,14.0,1.0
0.0,1.0,2.0,40.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,5.0,0.0,114.0,1.0,0.0,0.0,1.0,18.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0
36.0,33.0,0.0,1.0,8.0,45.0,39.0,16.0,23.0,15.0,8.0,39.0,14.0,26.0,34.0,0.0,0.0
94.0,61.0,4.0,1.0,37.0,93.0,128.0,29.0,110.0,21.0,25.0,88.0,30.0,47.0,100.0,0.0,0.0
19.0,39.0,7.0,1.0,6.0,18.0,17.0,108.0,19.0,6.0,7.0,18.0,7.0,14.0,31.0,0.0,0.0
75.0,60.0,3.0,0.0,31.0,66.0,119.0,17.0,170.0,16.0,29.0,72.0,23.0,54.0,86.0,0.0,0.0
8.0,3.0,23.0,3.0,33.0,7.0,5.0,7.0,4.0,181.0,16.0,2.0,1.0,5.0,9.0,10.0,0.0
1.0,3.0,41.0,10.0,1.0,1.0,2.0,6.0,1.0,13.0,144.0,4.0,3.0,2.0,2.0,7.0,2.0
26.0,17.0,1.0,1.0,4.0,18.0,19.0,10.0,20.0,10.0,7.0,29.0,7.0,9.0,32.0,0.0,0.0
4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
51.0,78.0,2.0,0.0,31.0,71.0,92.0,22.0,86.0,29.0,29.0,81.0,29.0,46.0,145.0,0.0,0.0
2.0,1.0,5.0,2.0,6.0,0.0,3.0,1.0,1.0,11.0,8.0,0.0,1.0,2.0,4.0,89.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0
