AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
27.0,20.0,0.0,1.0,13.0,26.0,31.0,9.0,32.0,8.0,14.0,18.0,3.0,23.0,30.0,0.0,0.0
22.0,29.0,2.0,1.0,7.0,25.0,31.0,14.0,26.0,6.0,4.0,23.0,6.0,13.0,35.0,0.0,0.0
7.0,4.0,127.0,12.0,8.0,6.0,8.0,9.0,6.0,22.0,25.0,6.0,3.0,3.0,6.0,10.0,1.0
0.0,0.0,4.0,36.0,0.0,3.0,1.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,2.0,0.0,102.0,2.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
38.0,17.0,2.0,0.0,8.0,39.0,35.0,16.0,25.0,10.0,11.0,33.0,13.0,22.0,40.0,0.0,0.0
80.0,71.0,3.0,1.0,27.0,81.0,130.0,37.0,116.0,37.0,32.0,78.0,28.0,58.0,110.0,0.0,0.0
17.0,27.0,5.0,1.0,6.0,17.0,20.0,97.0,10.0,2.0,9.0,20.0,7.0,11.0,26.0,1.0,0.0
66.0,77.0,2.0,0.0,33.0,75.0,112.0,20.0,156.0,18.0,31.0,85.0,38.0,43.0,94.0,0.0,0.0
10.0,8.0,14.0,3.0,43.0,10.0,8.0,5.0,5.0,183.0,18.0,3.0,0.0,5.0,11.0,19.0,1.0
2.0,4.0,43.0,13.0,2.0,1.0,2.0,8.0,1.0,16.0,141.0,2.0,2.0,3.0,1.0,8.0,0.0
20.0,16.0,1.0,0.0,7.0,16.0,22.0,6.0,21.0,6.0,4.0,17.0,4.0,11.0,22.0,0.0,0.0
0.0,3.0,0.0,0.0,3.0,1.0,6.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0
92.0,86.0,7.0,0.0,29.0,81.0,99.0,28.0,91.0,20.0,25.0,98.0,22.0,46.0,133.0,0.0,0.0
1.0,2.0,5.0,1.0,4.0,0.0,2.0,1.0,0.0,10.0,5.0,1.0,1.0,2.0,2.0,81.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,88.0
