AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
29.0,21.0,1.0,1.0,11.0,22.0,33.0,9.0,36.0,7.0,11.0,25.0,12.0,21.0,25.0,0.0,0.0
24.0,33.0,2.0,0.0,9.0,27.0,30.0,14.0,33.0,4.0,12.0,30.0,5.0,14.0,34.0,0.0,0.0
8.0,5.0,130.0,11.0,6.0,8.0,6.0,13.0,3.0,23.0,19.0,4.0,2.0,5.0,5.0,13.0,1.0
0.0,0.0,2.0,39.0,0.0,2.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,104.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
24.0,22.0,2.0,0.0,8.0,36.0,37.0,11.0,24.0,12.0,9.0,22.0,9.0,19.0,34.0,0.0,0.0
105.0,71.0,5.0,1.0,37.0,92.0,125.0,29.0,107.0,27.0,17.0,80.0,32.0,54.0,116.0,0.0,0.0
18.0,34.0,6.0,1.0,4.0,14.0,23.0,94.0,13.0,7.0,9.0,18.0,6.0,13.0,23.0,1.0,0.0
68.0,69.0,0.0,2.0,30.0,65.0,115.0,20.0,162.0,17.0,39.0,89.0,28.0,47.0,103.0,0.0,0.0
8.0,4.0,19.0,1.0,44.0,8.0,5.0,5.0,3.0,183.0,19.0,6.0,1.0,3.0,8.0,21.0,1.0
0.0,4.0,39.0,9.0,1.0,1.0,3.0,10.0,2.0,16.0,147.0,3.0,2.0,2.0,5.0,5.0,1.0
25.0,19.0,1.0,1.0,6.0,23.0,21.0,11.0,21.0,10.0,7.0,18.0,3.0,11.0,29.0,0.0,0.0
1.0,3.0,0.0,0.0,1.0,2.0,6.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0
70.0,78.0,2.0,1.0,26.0,82.0,99.0,32.0,85.0,25.0,27.0,87.0,27.0,51.0,126.0,0.0,0.0
2.0,2.0,6.0,2.0,5.0,0.0,2.0,0.0,1.0,13.0,1.0,0.0,1.0,3.0,3.0,83.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0
