AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
30.0,21.0,1.0,0.0,6.0,29.0,28.0,9.0,32.0,10.0,7.0,15.0,11.0,16.0,38.0,0.0,0.0
29.0,41.0,3.0,0.0,10.0,32.0,36.0,13.0,36.0,12.0,10.0,24.0,5.0,20.0,38.0,0.0,0.0
7.0,9.0,124.0,10.0,4.0,6.0,8.0,13.0,4.0,16.0,19.0,4.0,0.0,3.0,10.0,15.0,1.0
0.0,0.0,1.0,38.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,3.0,0.0,110.0,1.0,0.0,0.0,1.0,17.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0
33.0,25.0,1.0,1.0,5.0,54.0,33.0,14.0,26.0,12.0,8.0,37.0,8.0,28.0,37.0,0.0,0.0
89.0,55.0,3.0,2.0,38.0,85.0,136.0,31.0,115.0,18.0,28.0,75.0,29.0,41.0,110.0,0.0,0.0
16.0,33.0,8.0,0.0,9.0,16.0,20.0,106.0,16.0,9.0,6.0,19.0,7.0,13.0,24.0,0.0,0.0
87.0,76.0,0.0,0.0,32.0,67.0,123.0,15.0,166.0,20.0,35.0,88.0,30.0,48.0,83.0,0.0,0.0
8.0,3.0,22.0,3.0,40.0,6.0,5.0,5.0,2.0,184.0,21.0,4.0,2.0,2.0,5.0,12.0,0.0
0.0,3.0,42.0,13.0,1.0,1.0,2.0,6.0,1.0,13.0,145.0,4.0,4.0,3.0,4.0,8.0,2.0
18.0,18.0,0.0,0.0,7.0,16.0,24.0,6.0,21.0,5.0,7.0,31.0,9.0,23.0,26.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0
61.0,78.0,4.0,0.0,24.0,66.0,83.0,31.0,70.0,24.0,23.0,82.0,20.0,39.0,132.0,0.0,0.0
1.0,1.0,5.0,2.0,6.0,1.0,4.0,0.0,2.0,12.0,7.0,0.0,2.0,2.0,4.0,87.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,85.0
