AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
36.0,27.0,0.0,0.0,9.0,22.0,29.0,7.0,29.0,9.0,14.0,22.0,6.0,20.0,49.0,0.0,0.0
22.0,43.0,1.0,2.0,10.0,31.0,36.0,14.0,21.0,15.0,8.0,23.0,3.0,12.0,34.0,0.0,0.0
8.0,6.0,126.0,10.0,7.0,9.0,11.0,10.0,4.0,22.0,33.0,4.0,2.0,4.0,3.0,14.0,1.0
0.0,0.0,3.0,42.0,0.0,1.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,4.0,0.0,112.0,1.0,2.0,0.0,2.0,12.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0
32.0,27.0,0.0,1.0,8.0,51.0,37.0,13.0,25.0,16.0,11.0,32.0,5.0,23.0,49.0,1.0,0.0
76.0,58.0,3.0,0.0,22.0,83.0,123.0,26.0,101.0,21.0,21.0,76.0,29.0,46.0,89.0,0.0,0.0
17.0,42.0,7.0,1.0,8.0,16.0,18.0,118.0,18.0,4.0,7.0,25.0,9.0,17.0,23.0,0.0,0.0
78.0,57.0,1.0,0.0,39.0,66.0,122.0,15.0,179.0,18.0,32.0,78.0,38.0,49.0,83.0,0.0,0.0
6.0,3.0,18.0,3.0,35.0,8.0,5.0,4.0,3.0,182.0,13.0,4.0,0.0,4.0,8.0,13.0,0.0
0.0,5.0,41.0,9.0,0.0,1.0,2.0,7.0,2.0,13.0,133.0,3.0,4.0,3.0,3.0,7.0,1.0
26.0,14.0,2.0,0.0,5.0,27.0,28.0,7.0,30.0,5.0,5.0,26.0,8.0,9.0,21.0,0.0,0.0
7.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,3.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0
72.0,81.0,4.0,0.0,29.0,66.0,89.0,29.0,73.0,19.0,31.0,87.0,23.0,49.0,145.0,0.0,0.0
2.0,1.0,7.0,1.0,7.0,0.0,3.0,1.0,1.0,15.0,7.0,1.0,1.0,3.0,4.0,86.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0
