AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
29.0,26.0,0.0,0.0,16.0,24.0,37.0,9.0,39.0,10.0,12.0,30.0,7.0,21.0,33.0,0.0,0.0
29.0,43.0,2.0,0.0,10.0,28.0,38.0,16.0,38.0,4.0,7.0,21.0,7.0,14.0,30.0,0.0,0.0
12.0,4.0,118.0,10.0,4.0,8.0,10.0,10.0,5.0,18.0,26.0,5.0,1.0,2.0,4.0,14.0,2.0
0.0,1.0,2.0,40.0,0.0,1.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,4.0,0.0,113.0,1.0,0.0,0.0,1.0,14.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0
35.0,25.0,1.0,1.0,9.0,49.0,34.0,5.0,31.0,20.0,7.0,30.0,12.0,30.0,40.0,0.0,0.0
79.0,74.0,2.0,0.0,21.0,84.0,140.0,30.0,88.0,20.0,27.0,88.0,37.0,47.0,100.0,0.0,0.0
12.0,43.0,8.0,0.0,10.0,18.0,22.0,116.0,12.0,6.0,7.0,16.0,4.0,14.0,31.0,0.0,0.0
75.0,60.0,1.0,0.0,29.0,63.0,101.0,16.0,169.0,21.0,33.0,76.0,28.0,45.0,96.0,0.0,0.0
7.0,6.0,23.0,3.0,37.0,7.0,4.0,6.0,3.0,183.0,22.0,4.0,1.0,5.0,10.0,13.0,0.0
1.0,3.0,44.0,12.0,2.0,1.0,2.0,4.0,1.0,13.0,137.0,3.0,3.0,1.0,2.0,8.0,2.0
24.0,22.0,3.0,0.0,10.0,22.0,17.0,10.0,18.0,8.0,4.0,17.0,6.0,13.0,27.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,3.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,2.0,1.0,3.0,0.0,6.0,2.0,0.0,0.0
77.0,54.0,3.0,1.0,26.0,73.0,94.0,26.0,83.0,20.0,29.0,91.0,21.0,42.0,131.0,0.0,0.0
1.0,1.0,6.0,2.0,5.0,0.0,3.0,1.0,1.0,13.0,5.0,0.0,1.0,2.0,4.0,85.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,85.0
