AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
32.0,22.0,0.0,0.0,8.0,27.0,36.0,11.0,21.0,6.0,8.0,36.0,8.0,22.0,34.0,0.0,0.0
18.0,35.0,0.0,0.0,7.0,28.0,32.0,6.0,28.0,8.0,7.0,27.0,5.0,21.0,28.0,0.0,0.0
9.0,3.0,134.0,12.0,8.0,9.0,11.0,11.0,6.0,20.0,27.0,6.0,2.0,5.0,4.0,13.0,1.0
0.0,0.0,3.0,38.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0
0.0,0.0,1.0,0.0,108.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
21.0,22.0,1.0,2.0,8.0,40.0,45.0,5.0,28.0,12.0,9.0,31.0,11.0,25.0,38.0,0.0,0.0
90.0,73.0,3.0,1.0,30.0,78.0,121.0,32.0,112.0,33.0,26.0,82.0,32.0,59.0,118.0,0.0,0.0
13.0,28.0,5.0,1.0,10.0,16.0,15.0,95.0,13.0,3.0,5.0,15.0,6.0,5.0,31.0,1.0,0.0
84.0,65.0,2.0,2.0,36.0,81.0,115.0,22.0,153.0,18.0,41.0,79.0,27.0,47.0,104.0,0.0,0.0
9.0,5.0,18.0,1.0,35.0,9.0,6.0,5.0,5.0,184.0,16.0,7.0,0.0,4.0,7.0,14.0,1.0
0.0,5.0,37.0,10.0,1.0,3.0,2.0,8.0,1.0,13.0,143.0,2.0,4.0,2.0,3.0,5.0,0.0
24.0,14.0,2.0,0.0,10.0,20.0,16.0,4.0,23.0,5.0,6.0,16.0,3.0,11.0,17.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0
79.0,91.0,6.0,0.0,25.0,69.0,102.0,50.0,100.0,27.0,27.0,80.0,27.0,37.0,125.0,0.0,0.0
2.0,1.0,5.0,2.0,6.0,0.0,2.0,1.0,2.0,11.0,3.0,1.0,0.0,2.0,3.0,82.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0
