AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
32.0,28.0,0.0,0.0,5.0,34.0,42.0,11.0,32.0,5.0,14.0,32.0,9.0,21.0,34.0,0.0,0.0
24.0,41.0,3.0,0.0,11.0,28.0,31.0,16.0,32.0,10.0,5.0,19.0,2.0,21.0,31.0,0.0,0.0
10.0,3.0,118.0,12.0,8.0,10.0,9.0,12.0,5.0,17.0,30.0,5.0,2.0,2.0,8.0,12.0,1.0
0.0,0.0,3.0,41.0,1.0,2.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,4.0,0.0,109.0,1.0,0.0,0.0,1.0,17.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0
26.0,26.0,2.0,0.0,12.0,63.0,43.0,17.0,27.0,14.0,12.0,35.0,9.0,19.0,33.0,0.0,0.0
90.0,69.0,2.0,2.0,34.0,75.0,129.0,26.0,104.0,20.0,19.0,73.0,30.0,44.0,92.0,0.0,0.0
20.0,39.0,7.0,0.0,9.0,15.0,19.0,115.0,12.0,7.0,7.0,21.0,7.0,13.0,26.0,0.0,0.0
86.0,71.0,2.0,0.0,30.0,58.0,115.0,15.0,160.0,20.0,34.0,88.0,28.0,53.0,102.0,0.0,0.0
6.0,6.0,21.0,3.0,35.0,7.0,3.0,2.0,5.0,181.0,19.0,6.0,1.0,5.0,7.0,13.0,0.0
1.0,3.0,43.0,8.0,2.0,2.0,1.0,6.0,1.0,16.0,135.0,2.0,3.0,2.0,1.0,8.0,2.0
15.0,10.0,0.0,0.0,2.0,16.0,20.0,5.0,22.0,8.0,8.0,19.0,8.0,16.0,30.0,0.0,0.0
1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,4.0,0.0,0.0,2.0,1.0,5.0,5.0,0.0,0.0
68.0,66.0,5.0,0.0,28.0,69.0,90.0,25.0,87.0,24.0,29.0,82.0,27.0,40.0,139.0,0.0,0.0
3.0,2.0,7.0,3.0,4.0,0.0,3.0,0.0,1.0,14.0,6.0,0.0,1.0,2.0,3.0,89.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,85.0
