AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
33.0,27.0,1.0,0.0,8.0,39.0,31.0,10.0,26.0,10.0,6.0,31.0,10.0,20.0,33.0,0.0,0.0
13.0,30.0,1.0,0.0,7.0,30.0,40.0,19.0,32.0,6.0,9.0,16.0,4.0,11.0,33.0,0.0,0.0
11.0,5.0,126.0,10.0,6.0,5.0,11.0,13.0,5.0,19.0,26.0,4.0,1.0,2.0,6.0,13.0,1.0
0.0,0.0,2.0,39.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,3.0,0.0,114.0,1.0,0.0,1.0,1.0,17.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0
30.0,27.0,1.0,0.0,14.0,48.0,38.0,13.0,31.0,15.0,10.0,34.0,10.0,23.0,49.0,0.0,0.0
87.0,63.0,5.0,2.0,25.0,76.0,129.0,24.0,100.0,21.0,28.0,79.0,36.0,54.0,88.0,0.0,0.0
19.0,35.0,7.0,1.0,7.0,19.0,15.0,100.0,14.0,8.0,4.0,20.0,5.0,18.0,30.0,1.0,0.0
80.0,69.0,1.0,0.0,35.0,69.0,110.0,20.0,166.0,19.0,33.0,77.0,28.0,43.0,95.0,0.0,0.0
5.0,4.0,20.0,2.0,33.0,9.0,6.0,5.0,2.0,177.0,15.0,3.0,1.0,6.0,6.0,10.0,0.0
1.0,3.0,40.0,11.0,1.0,3.0,1.0,7.0,1.0,16.0,142.0,5.0,3.0,3.0,2.0,7.0,2.0
20.0,18.0,0.0,0.0,10.0,22.0,20.0,8.0,17.0,7.0,5.0,24.0,6.0,17.0,23.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,2.0,4.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0
81.0,81.0,4.0,2.0,25.0,58.0,98.0,27.0,92.0,25.0,32.0,92.0,23.0,38.0,140.0,0.0,0.0
2.0,2.0,6.0,2.0,5.0,0.0,3.0,0.0,2.0,14.0,7.0,0.0,1.0,2.0,4.0,88.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0
