AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
25.0,24.0,1.0,0.0,10.0,17.0,33.0,11.0,21.0,9.0,6.0,26.0,12.0,14.0,24.0,0.0,0.0
24.0,24.0,1.0,0.0,11.0,32.0,34.0,11.0,31.0,4.0,7.0,22.0,7.0,16.0,34.0,0.0,0.0
6.0,3.0,124.0,12.0,10.0,6.0,8.0,8.0,6.0,19.0,22.0,4.0,1.0,3.0,4.0,11.0,0.0
0.0,0.0,4.0,36.0,0.0,3.0,2.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
0.0,0.0,1.0,0.0,107.0,1.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
25.0,38.0,1.0,1.0,16.0,43.0,31.0,24.0,31.0,12.0,10.0,27.0,2.0,20.0,33.0,0.0,0.0
88.0,69.0,1.0,0.0,27.0,101.0,112.0,40.0,129.0,31.0,25.0,85.0,36.0,61.0,112.0,0.0,0.0
19.0,32.0,8.0,1.0,5.0,12.0,19.0,88.0,12.0,6.0,8.0,18.0,6.0,7.0,28.0,1.0,0.0
76.0,72.0,1.0,0.0,29.0,65.0,121.0,21.0,146.0,19.0,38.0,83.0,27.0,47.0,104.0,0.0,0.0
9.0,5.0,17.0,1.0,38.0,9.0,5.0,8.0,5.0,182.0,20.0,8.0,2.0,7.0,7.0,17.0,1.0
1.0,2.0,45.0,13.0,1.0,1.0,3.0,7.0,0.0,15.0,143.0,3.0,3.0,2.0,3.0,4.0,1.0
27.0,21.0,2.0,2.0,2.0,20.0,31.0,6.0,17.0,2.0,9.0,24.0,5.0,13.0,31.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0
81.0,72.0,6.0,3.0,32.0,73.0,101.0,24.0,92.0,28.0,27.0,84.0,26.0,49.0,128.0,0.0,0.0
1.0,2.0,5.0,0.0,4.0,0.0,3.0,0.0,1.0,13.0,3.0,0.0,1.0,2.0,3.0,82.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0
