AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
32.0,27.0,3.0,0.0,10.0,25.0,40.0,10.0,23.0,9.0,8.0,21.0,9.0,18.0,29.0,0.0,0.0
19.0,37.0,3.0,0.0,8.0,21.0,33.0,16.0,26.0,7.0,6.0,22.0,4.0,9.0,38.0,0.0,0.0
6.0,4.0,128.0,13.0,7.0,6.0,9.0,10.0,5.0,23.0,27.0,4.0,2.0,5.0,7.0,14.0,1.0
0.0,0.0,4.0,39.0,0.0,2.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,109.0,1.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
26.0,20.0,1.0,0.0,11.0,43.0,46.0,12.0,26.0,14.0,10.0,35.0,8.0,18.0,34.0,0.0,0.0
96.0,59.0,4.0,3.0,30.0,79.0,125.0,36.0,113.0,24.0,31.0,77.0,24.0,57.0,108.0,0.0,0.0
14.0,32.0,5.0,0.0,5.0,16.0,17.0,94.0,13.0,5.0,7.0,23.0,6.0,10.0,24.0,0.0,0.0
74.0,70.0,0.0,1.0,32.0,75.0,108.0,21.0,166.0,23.0,31.0,98.0,37.0,58.0,110.0,0.0,0.0
7.0,4.0,19.0,2.0,37.0,8.0,7.0,6.0,7.0,180.0,18.0,6.0,1.0,6.0,10.0,20.0,0.0
0.0,5.0,40.0,11.0,3.0,3.0,2.0,8.0,2.0,13.0,140.0,1.0,3.0,3.0,3.0,7.0,1.0
24.0,21.0,0.0,0.0,8.0,21.0,19.0,4.0,17.0,11.0,7.0,20.0,6.0,6.0,23.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0
81.0,84.0,4.0,0.0,29.0,82.0,94.0,33.0,93.0,19.0,29.0,76.0,27.0,49.0,121.0,0.0,0.0
2.0,1.0,6.0,0.0,3.0,0.0,3.0,2.0,1.0,11.0,4.0,0.0,1.0,3.0,4.0,78.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0
