AMPA,CDK,Ca2,Cdc25,DNAMetabolism,DNA_intercalation,EGFR,MEK,ROCK,TopoII,Tubulin,adrenoceptor,cMyc,cellcycle,dopaminereceptor,eNOS,rac1
37.0,30.0,2.0,0.0,6.0,19.0,34.0,5.0,29.0,5.0,9.0,32.0,9.0,24.0,38.0,0.0,0.0
26.0,48.0,1.0,1.0,12.0,24.0,34.0,20.0,20.0,7.0,12.0,23.0,5.0,16.0,33.0,0.0,0.0
9.0,5.0,129.0,10.0,8.0,9.0,7.0,11.0,4.0,24.0,26.0,5.0,2.0,4.0,7.0,11.0,1.0
0.0,1.0,3.0,40.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,110.0,1.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0
34.0,30.0,0.0,1.0,8.0,47.0,29.0,11.0,26.0,16.0,10.0,33.0,5.0,32.0,41.0,0.0,0.0
85.0,62.0,1.0,1.0,31.0,84.0,140.0,28.0,100.0,25.0,26.0,75.0,33.0,46.0,102.0,0.0,0.0
18.0,37.0,6.0,0.0,10.0,15.0,15.0,107.0,17.0,6.0,6.0,23.0,6.0,12.0,29.0,0.0,0.0
89.0,63.0,1.0,0.0,29.0,70.0,118.0,19.0,178.0,21.0,37.0,71.0,29.0,45.0,80.0,0.0,0.0
6.0,4.0,20.0,3.0,36.0,8.0,6.0,5.0,4.0,179.0,19.0,4.0,0.0,4.0,8.0,9.0,0.0
1.0,2.0,40.0,11.0,0.0,1.0,3.0,6.0,1.0,15.0,139.0,4.0,3.0,2.0,1.0,9.0,2.0
16.0,16.0,2.0,0.0,6.0,19.0,26.0,9.0,20.0,3.0,3.0,25.0,5.0,10.0,32.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,2.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,2.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0
59.0,64.0,5.0,0.0,31.0,79.0,88.0,29.0,90.0,26.0,27.0,86.0,27.0,44.0,134.0,1.0,0.0
0.0,1.0,7.0,2.0,5.0,1.0,3.0,0.0,1.0,14.0,5.0,0.0,2.0,2.0,3.0,89.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0
